Pesticide Name,URL,Allowed or prohibited,Check name,Cas Number,Carcinogen,Cas name,ADI,General human health issues,Wesslings Tests?,AGQ Tests?
Paecilomyces Fumosoroseus Strain Fe9901,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1525.htm,Approved,Paecilomyces fumosoroseus strain FE9901,-,Not carcinogenic,None,None,May cause sensitisation by skin contact and inhalation,Not tested,Not tested
Paecilomyces Lilacinus Strain 251,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1400.htm,Approved,Paecilomyces lilacinus strain 251 (Ref: PBP 01001-1),-,Not carcinogenic,None,None,Micro-organisms may have the potential to provoke sensitising reactions,Not tested,Not tested
Paenibacillus Polymyxa Ac-1,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2468.htm,Not approved,Paenibacillus polymyxa AC-1,-,Not carcinogenic,None,None,No negative health effects have been identified to date,Not tested,Not tested
Paenibacillus Popilliae,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1987.htm,Not approved,Paenibacillus popilliae,-,Not carcinogenic,None,None,No negative health effects have been identified to date,Not tested,Not tested
Pantoea Agglomerans,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1988.htm,Not approved,Pantoea agglomerans,-,Not carcinogenic,None,None,No adverse health effects have been identified to date,Not tested,Not tested
Para-Cymene,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2018.htm,Approved,para-cymene,99-87-6,-,None,None,No adverse health issues noted,Not tested,Not tested
Pasteuria Nishizawae Pn1,https://sitem.herts.ac.uk/aeru/bpdb/Reports/3100.htm,Pending,Pasteuria nishizawae Pn1,-,Not carcinogenic,None,None,No human health risks anticipatedDoes not produce toxic metabolitesPossible senistiser,Not tested,Not tested
Pasteuria Penetrans,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1989.htm,Not approved,Pasteuria penetrans,-,Not carcinogenic,None,None,No adverse health effects have been noted,Not tested,Not tested
Pediobius Foveolatus,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2267.htm,Not applicable,Pediobius foveolatus,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Pelargonic Acid,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1327.htm,Approved,pelargonic acid,Suitable for use in organic farming and for IPM where approved for use in that country,-,None,None,No further information available,Not tested,Not tested
Pentacosane,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1383.htm,Not approved,pentacosane,629-99-2,-,None,None,Digestive tract irritantPrevent skin exposure,Not tested,Not tested
Pentalitomastix Plethorica,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2268.htm,Not applicable,Pentalitomastix plethorica,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Pepino Mosaic Virus Isolate Vc1,https://sitem.herts.ac.uk/aeru/bpdb/Reports/935.htm,Approved,Pepino mosaic virus isolate VC1,-,Not carcinogenic,None,None,Microorganisms may have the potential to provoke sensitising reactions,Not tested,Not tested
Pepino Mosaic Virus Isolate Vx1,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2950.htm,Approved,Pepino mosaic virus isolate VX1,-,Not carcinogenic,None,None,Microorganisms may have the potential to provoke sensitising reactions,Not tested,Not tested
Pepino Mosaic Virus Strain Ch2 Isolate 1906,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2938.htm,Approved,Pepino mosaic virus strain CH2 isolate 1906,-,Not carcinogenic,None,None,Microorganisms may have the potential to provoke sensitising reactions,Not tested,Not tested
Phasmarhabditis Hermaphrodita,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1990.htm,Not applicable,Phasmarhabditis hermaphrodita,-,Not carcinogenic,None,None,No adverse health effects noted,Not tested,Not tested
Phenazine-1-Carboxylic Acid,https://sitem.herts.ac.uk/aeru/bpdb/Reports/3032.htm,Not approved,phenazine-1-carboxylic acid (Ref: emr211),2538-68-3,-,None,None,No information available,Not tested,Not tested
Phlebiopsis Gigantea,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1401.htm,Approved,Phlebiopsis gigantea,-,Not carcinogenic,None,None,"Not pathogenic to plants, animals nor humans",Not tested,Not tested
Phragmidium Violaceum,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1991.htm,Not approved,Phragmidium violaceum,-,Not carcinogenic,None,None,No adverse health effects noted,Not tested,Not tested
Phytophthora Palmivora,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1992.htm,Not approved,Phytophthora palmivora,-,Not carcinogenic,None,None,No adverse health effects noted,Not tested,Not tested
Phytoseiulus Persimilis,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2269.htm,Not applicable,Phytoseiulus persimilis,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Pieris Rapae Grandulosis Virus,https://sitem.herts.ac.uk/aeru/bpdb/Reports/3011.htm,Not approved,Pieris rapae grandulosis virus,-,Not carcinogenic,None,None,No further information available,Not tested,Not tested
Pine Oil,https://sitem.herts.ac.uk/aeru/bpdb/Reports/3147.htm,Not approved,pine oil,-,Not carcinogenic,None,None,No information available,Not tested,Not tested
Pityolure,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2105.htm,Not approved,pityolure,78617-58-0,Not carcinogenic,None,None,No adverse human health issues identified,Not tested,Not tested
Plodia Interpunctella Granulosis,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1993.htm,Not approved,Plodia interpunctella granulosis,-,Not carcinogenic,None,None,No adverse health effects noted,Not tested,Not tested
"P-Menthane-3,8-Diol",https://sitem.herts.ac.uk/aeru/bpdb/Reports/1385.htm,Not approved,"p-menthane-3,8-diol",42822-86-6,-,None,None,No adverse health effects noted except those of possible skin and eye irritation,Not tested,Not tested
Pnigalio Flavipes,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2369.htm,Not applicable,Pnigalio flavipes,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Podisus Maculiventris,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2270.htm,Not applicable,Podisus maculiventris,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Polynactins,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1328.htm,Not approved,polynactins,39285-04-6,Not carcinogenic,None,None,No adverse health issues identified,Not tested,Not tested
Polyoxin B,https://sitem.herts.ac.uk/aeru/bpdb/Reports/533.htm,Not approved,polyoxin B,19396-06-6,Not carcinogenic,None,None,No further information available,Not tested,Not tested
Polyoxorim,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2064.htm,Not approved,polyoxorim,22976-86-9,-,None,None,No further information available,Not tested,Not tested
Precocene Ii,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1454.htm,Not approved,precocene II,644-06-4,-,None,None,-,Not tested,Not tested
Pseudomonas Alcaligenes,https://sitem.herts.ac.uk/aeru/bpdb/Reports/3017.htm,Not approved,Pseudomonas alcaligenes,-,Not carcinogenic,None,None,No adverse health effects noted - generally non-pathogenic,Not tested,Not tested
Pseudomonas Aureofaciens Strain Tx-1,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1994.htm,Not approved,Pseudomonas aureofaciens strain Tx-1,-,Not carcinogenic,None,None,No adverse health effects noted,Not tested,Not tested
Pseudomonas Chlororaphis Strain Ma342,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1995.htm,Approved,Pseudomonas chlororaphis strain MA342,-,-,None,None,Negligible risk to operators for proposed uses,Not tested,Not tested
Pseudomonas Fluorescens,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1996.htm,Not approved,Pseudomonas fluorescens,-,-,None,None,Negligible risk to operators for proposed uses,Not tested,Not tested
Pseudomonas Gladioli,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1997.htm,Not approved,Pseudomonas gladioli,-,Not carcinogenic,None,None,No adverse health effects noted,Not tested,Not tested
Pseudomonas Sp. Strain Dsmz 13134,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2097.htm,Approved,Pseudomonas sp. strain DSMZ 13134,-,Not carcinogenic,None,None,No further information available,Not tested,Not tested
Pseudomonas Syringae Strain Esc-10,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1998.htm,Not approved,Pseudomonas syringae strain ESC-10,68583-32-4,Not carcinogenic,None,None,No adverse health effects noted,Not tested,Not tested
Pseudomonas Syringae Strain Esc-11,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1999.htm,Not approved,Pseudomonas syringae strain ESC-11,68583-32-4,Not carcinogenic,None,None,No adverse health effects noted,Not tested,Not tested
Pseudozyma Flocculosa Strain Attc 64874,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2939.htm,Not approved,Pseudozyma flocculosa strain ATTC 64874,-,Not carcinogenic,None,None,Potential sensitising agent,Not tested,Not tested
Pseudozyma Flocculosa Strain Pf-A22 Ul,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2000.htm,Not approved,Pseudozyma flocculosa strain PF-A22 UL,-,Not carcinogenic,None,None,No further information available,Not tested,Not tested
Psyllaephagus Pilosus,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2271.htm,Not applicable,Psyllaephagus pilosus,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Puccinia Chondrillina,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2001.htm,Not approved,Puccinia chondrillina,-,Not carcinogenic,None,None,No adverse health issues noted,Not tested,Not tested
Putrescine,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1393.htm,Approved,putrescine,110-60-1,Not carcinogenic,None,None,"Kidneys, bladder and cardiovascular system toxicantMay cause edema of the larynx and bronchiMaycause severe damage to eyes",Not tested,Not tested
Pyrethrins (Cinerin I),https://sitem.herts.ac.uk/aeru/bpdb/Reports/2531.htm,Approved,pyrethrins (cinerin I),25402-06-6,-,None,None,-,Not tested,Not tested
Pyrethrins (Cinerin Ii),https://sitem.herts.ac.uk/aeru/bpdb/Reports/2534.htm,Approved,pyrethrins (cinerin II),121-20-0,-,None,None,-,Not tested,Not tested
Pyrethrins (Jasmolin I),https://sitem.herts.ac.uk/aeru/bpdb/Reports/2532.htm,Approved,pyrethrins (jasmolin I),4466-14-2,-,None,None,-,Not tested,Not tested
Pyrethrins (Jasmolin Ii),https://sitem.herts.ac.uk/aeru/bpdb/Reports/2535.htm,Approved,pyrethrins (jasmolin II),1172-63-0,-,None,None,-,Not tested,Not tested
Pyrethrins (Mix),https://sitem.herts.ac.uk/aeru/bpdb/Reports/3035.htm,Approved,pyrethrins (mix),8003-34-7,-,None,None,-,Not tested,Not tested
Pyrethrins (Pyrethrin I),https://sitem.herts.ac.uk/aeru/bpdb/Reports/568.htm,Approved,pyrethrins (pyrethrin I),121-21-1,-,None,None,-,Not tested,Not tested
Pythium Oligandrum Strain Dv74,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2193.htm,Not approved,Pythium oligandrum Strain DV74,-,Not carcinogenic,None,None,No adverse health issues noted,Not tested,Not tested
Pythium Oligandrum Strain M1,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2192.htm,Approved,Pythium oligandrum Strain M1,-,Not carcinogenic,None,None,Micro-organisms may provoke sensitising reactions,Not tested,Not tested
Rapeseed Oil,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2528.htm,Approved,Rapeseed oil,8002-13-9,-,None,None,No further information available,Not tested,Not tested
Rescalure,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2894.htm,Approved,rescalure,67601-06-3,-,None,None,No further information available,Not tested,Not tested
Reynoutria Sachalinensis Extract,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2341.htm,Not approved,Reynoutria sachalinensis extract,-,Not carcinogenic,None,None,Emodin is a possible renal toxicant,Not tested,Not tested
Rheum Officinale Extract,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2862.htm,Not approved,Rheum officinale extract,84650-56-6,-,None,None,LaxativeMay cause hypersensitivity,Not tested,Not tested
Rhinocyllus Conicus,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2272.htm,Not applicable,Rhinocyllus conicus,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Rhizophagus Grandis,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2273.htm,Not applicable,Rhizophagus grandis,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Rhyncolure,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2095.htm,Not approved,rhyncolure,83212-30-0,Not carcinogenic,None,None,No adverse human health issues identified,Not tested,Not tested
Rhyzobius Forestieri,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2274.htm,Not applicable,Rhyzobius forestieri,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Rhyzobius Lophantae,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2275.htm,Not applicable,Rhyzobius lophantae,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Rodolia Cardinalis,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2276.htm,Not applicable,Rodolia cardinalis,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Rosemary Oil,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2065.htm,Not approved,rosemary oil,8000-25-7,-,None,None,Prolonged exposure may cause headaches and nausea,Not tested,Not tested
Rotenone,https://sitem.herts.ac.uk/aeru/bpdb/Reports/587.htm,Not approved,rotenone (Ref: ENT 133),83-79-4,Not carcinogenic,None,None,Moderately toxic,Not tested,Not tested
Rumina Decollata,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2277.htm,Not applicable,Rumina decollata,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Ryanodine,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2067.htm,Not approved,ryanodine,15662-33-6,-,None,None,-,Not tested,Not tested
Sabadilla,https://sitem.herts.ac.uk/aeru/bpdb/Reports/1329.htm,Not approved,sabadilla (Ref: ENT 123 ),8051-02-3,Not carcinogenic,None,None,No further information available,Not tested,Not tested
S-Abscisic Acid,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2486.htm,Approved,S-abscisic acid,21293-29-8,-,None,None,Negligible risk considering proposed use,Not tested,Not tested
Saccharomyces Cerevisiae Strain Las02,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2954.htm,Approved,Saccharomyces cerevisiae strain LAS02,-,Not carcinogenic,None,None,Micro-organisms may have potential to provoke sensitising reactions,Not tested,Not tested
Saccharopolyspora Spinosa,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2343.htm,Not approved,Saccharopolyspora spinosa,-,-,None,None,-,Not tested,Not tested
Sanguinarine Chloride,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2915.htm,Not approved,sanguinarine chloride,5578-73-4,Not carcinogenic,None,None,Anti-inflammatorySome evidence to suggest it has anti-cancer propertiesToxic if ingested,Not tested,Not tested
Sanguinarine,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2914.htm,Not approved,sanguinarine,2447-54-3,Not carcinogenic,None,None,Anti-inflammatorySome evidence to suggest it has anti-cancer propertiesToxic if ingested,Not tested,Not tested
Sarmentine,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2674.htm,Not approved,sarmentine (Ref: MBI-011),78910-33-5,-,None,None,May cause dermatitis,Not tested,Not tested
Scilliroside,https://sitem.herts.ac.uk/aeru/bpdb/Reports/588.htm,Not approved,scilliroside,507-60-8,-,None,None,Cardiac glycosides - may cause convulsions or seizuresHighly toxic,Not tested,Not tested
Sclerotinia Sclerotiorum,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2020.htm,Not approved,Sclerotinia sclerotiorum,-,Not carcinogenic,None,None,No adverse health issues identified,Not tested,Not tested
Scolothrips Sexmaculatus,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2278.htm,Not applicable,Scolothrips sexmaculatus,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Sea Algae Extract,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2011.htm,Approved,sea algae extract,Suitable for use in organic farming and for IPM where approved for use in that country,Not carcinogenic,None,None,No serious adverse health effects notedMay cause gastrointestinal problems,Not tested,Not tested
Serangium Parcesetosum,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2279.htm,Not applicable,Serangium parcesetosum,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Serratia Entomophila,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2021.htm,Not approved,Serratia entomophila,-,Not carcinogenic,None,None,No adverse health issues identified,Not tested,Not tested
Siglure,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2584.htm,Not approved,siglure,2425-20-9,Not carcinogenic,None,None,No serious adverse effects identified,Not tested,Not tested
Sordidin,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2094.htm,Not approved,sordidin,162490-88-2,Not carcinogenic,None,None,No adverse human health issues identified,Not tested,Not tested
Spalangia Cameroni,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2329.htm,Not applicable,Spalangia cameroni,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Spalangia Endius,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2326.htm,Not applicable,Spalangia endius,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Spearmint Oil,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2513.htm,Approved,spearmint oil,-,-,None,None,-,Not tested,Not tested
Sphenoptera Jugoslavica,https://sitem.herts.ac.uk/aeru/bpdb/Reports/2280.htm,Not applicable,Sphenoptera jugoslavica,-,Not carcinogenic,None,None,No adverse health effects identified,Not tested,Not tested
Spinosad,https://sitem.herts.ac.uk/aeru/bpdb/Reports/596.htm,Approved,spinosad (Ref: XDE 105),168316-95-8,-,None,None,No unacceptable risks to operators or other workers identifiedMay be absorbed into the body by ingestion,Not tested,Not tested
